#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.310953E+00   0.470170E+06   0.467708E+06   0.296975E+00   0.296975E+00   0.000000E+00   0.469757E+06   0.469757E+06   0.469757E+06  -0.105528E-01   0.229166E+06   0.229135E+06   0.324513E-01
   0.317282E+00   0.457476E+06   0.455133E+06   0.277550E+00   0.277550E+00   0.000000E+00   0.457082E+06   0.457082E+06   0.457082E+06  -0.102681E-01   0.222982E+06   0.222953E+06   0.305101E-01
   0.323611E+00   0.444667E+06   0.442406E+06   0.259332E+00   0.259332E+00   0.000000E+00   0.444288E+06   0.444288E+06   0.444288E+06  -0.998066E-02   0.216741E+06   0.216712E+06   0.289912E-01
   0.329939E+00   0.431717E+06   0.429502E+06   0.242211E+00   0.242211E+00   0.000000E+00   0.431345E+06   0.431345E+06   0.431345E+06  -0.968992E-02   0.210427E+06   0.210399E+06   0.278209E-01
   0.336268E+00   0.418831E+06   0.416641E+06   0.226216E+00   0.226216E+00   0.000000E+00   0.418464E+06   0.418464E+06   0.418464E+06  -0.940054E-02   0.204143E+06   0.204116E+06   0.268568E-01
   0.342597E+00   0.406307E+06   0.404138E+06   0.211415E+00   0.211415E+00   0.000000E+00   0.405943E+06   0.405943E+06   0.405943E+06  -0.911927E-02   0.198035E+06   0.198008E+06   0.259476E-01
   0.348925E+00   0.394492E+06   0.392353E+06   0.197886E+00   0.197886E+00   0.000000E+00   0.394133E+06   0.394133E+06   0.394133E+06  -0.885396E-02   0.192273E+06   0.192247E+06   0.249865E-01
   0.355254E+00   0.383593E+06   0.381502E+06   0.185623E+00   0.185623E+00   0.000000E+00   0.383242E+06   0.383242E+06   0.383242E+06  -0.860931E-02   0.186960E+06   0.186935E+06   0.239321E-01
   0.361583E+00   0.373565E+06   0.371538E+06   0.174499E+00   0.174499E+00   0.000000E+00   0.373224E+06   0.373224E+06   0.373224E+06  -0.838427E-02   0.182073E+06   0.182049E+06   0.228045E-01
   0.367911E+00   0.364250E+06   0.362296E+06   0.164346E+00   0.164346E+00   0.000000E+00   0.363922E+06   0.363922E+06   0.363922E+06  -0.817529E-02   0.177535E+06   0.177511E+06   0.216649E-01
   0.374240E+00   0.355460E+06   0.353579E+06   0.155003E+00   0.155003E+00   0.000000E+00   0.355144E+06   0.355144E+06   0.355144E+06  -0.797810E-02   0.173253E+06   0.173230E+06   0.205849E-01
   0.380569E+00   0.346956E+06   0.345141E+06   0.146307E+00   0.146307E+00   0.000000E+00   0.346652E+06   0.346652E+06   0.346652E+06  -0.778732E-02   0.169110E+06   0.169088E+06   0.196171E-01
   0.386898E+00   0.338572E+06   0.336809E+06   0.138139E+00   0.138139E+00   0.000000E+00   0.338276E+06   0.338276E+06   0.338276E+06  -0.759917E-02   0.165024E+06   0.165002E+06   0.187815E-01
   0.393226E+00   0.330275E+06   0.328552E+06   0.130451E+00   0.130451E+00   0.000000E+00   0.329986E+06   0.329986E+06   0.329986E+06  -0.741293E-02   0.160980E+06   0.160958E+06   0.180661E-01
   0.399555E+00   0.322104E+06   0.320412E+06   0.123225E+00   0.123225E+00   0.000000E+00   0.321820E+06   0.321820E+06   0.321820E+06  -0.722950E-02   0.156996E+06   0.156976E+06   0.174356E-01
   0.405884E+00   0.314139E+06   0.312474E+06   0.116458E+00   0.116458E+00   0.000000E+00   0.313859E+06   0.313859E+06   0.313859E+06  -0.705067E-02   0.153113E+06   0.153092E+06   0.168477E-01
   0.412212E+00   0.306493E+06   0.304857E+06   0.110161E+00   0.110161E+00   0.000000E+00   0.306218E+06   0.306218E+06   0.306218E+06  -0.687902E-02   0.149385E+06   0.149365E+06   0.162682E-01
   0.418541E+00   0.299242E+06   0.297638E+06   0.104326E+00   0.104326E+00   0.000000E+00   0.298973E+06   0.298973E+06   0.298973E+06  -0.671624E-02   0.145850E+06   0.145831E+06   0.156793E-01
   0.424870E+00   0.292389E+06   0.290823E+06   0.989228E-01   0.989228E-01   0.000000E+00   0.292126E+06   0.292126E+06   0.292126E+06  -0.656243E-02   0.142510E+06   0.142491E+06   0.150805E-01
   0.431198E+00   0.285902E+06   0.284376E+06   0.939098E-01   0.939098E-01   0.000000E+00   0.285645E+06   0.285645E+06   0.285645E+06  -0.641685E-02   0.139349E+06   0.139330E+06   0.144850E-01
   0.437527E+00   0.279709E+06   0.278225E+06   0.892375E-01   0.892375E-01   0.000000E+00   0.279460E+06   0.279460E+06   0.279460E+06  -0.627790E-02   0.136331E+06   0.136313E+06   0.139114E-01
   0.441886E+00   0.275584E+06   0.274128E+06   0.861956E-01   0.861956E-01   0.000000E+00   0.275339E+06   0.275339E+06   0.275339E+06  -0.618533E-02   0.134321E+06   0.134303E+06   0.135359E-01
   0.616701E+00   0.163264E+06   0.162400E+06   0.262176E-01   0.262176E-01   0.000000E+00   0.163119E+06   0.163119E+06   0.163119E+06  -0.366437E-02   0.795758E+05   0.795651E+05   0.579024E-02
   0.860676E+00   0.953939E+05   0.948892E+05   0.786489E-02   0.786489E-02   0.000000E+00   0.953092E+05   0.953092E+05   0.953092E+05  -0.214106E-02   0.464955E+05   0.464892E+05   0.244966E-02
   0.120117E+01   0.550657E+05   0.547744E+05   0.233090E-02   0.233090E-02   0.000000E+00   0.550168E+05   0.550168E+05   0.550168E+05  -0.123592E-02   0.268393E+05   0.268356E+05   0.103555E-02
   0.167637E+01   0.314591E+05   0.312925E+05   0.683689E-03   0.683689E-03   0.000000E+00   0.314311E+05   0.314311E+05   0.314311E+05  -0.706082E-03   0.153333E+05   0.153311E+05   0.442022E-03
   0.233956E+01   0.178126E+05   0.177181E+05   0.198751E-03   0.198751E-03   0.000000E+00   0.177967E+05   0.177967E+05   0.177967E+05  -0.399793E-03   0.868195E+04   0.868059E+04   0.193742E-03
