#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.310953E+00   0.470610E+06   0.468147E+06   0.297253E+00   0.297253E+00   0.000000E+00   0.470196E+06   0.470196E+06   0.470196E+06  -0.105627E-01   0.229380E+06   0.229350E+06   0.324675E-01
   0.317282E+00   0.457868E+06   0.455525E+06   0.277788E+00   0.277788E+00   0.000000E+00   0.457475E+06   0.457475E+06   0.457475E+06  -0.102769E-01   0.223174E+06   0.223145E+06   0.305242E-01
   0.323611E+00   0.445037E+06   0.442775E+06   0.259548E+00   0.259548E+00   0.000000E+00   0.444657E+06   0.444657E+06   0.444657E+06  -0.998896E-02   0.216921E+06   0.216893E+06   0.290043E-01
   0.329939E+00   0.432087E+06   0.429872E+06   0.242419E+00   0.242419E+00   0.000000E+00   0.431715E+06   0.431715E+06   0.431715E+06  -0.969822E-02   0.210607E+06   0.210580E+06   0.278337E-01
   0.336268E+00   0.419215E+06   0.417025E+06   0.226424E+00   0.226424E+00   0.000000E+00   0.418848E+06   0.418848E+06   0.418848E+06  -0.940916E-02   0.204330E+06   0.204303E+06   0.268698E-01
   0.342597E+00   0.406706E+06   0.404536E+06   0.211623E+00   0.211623E+00   0.000000E+00   0.406341E+06   0.406341E+06   0.406341E+06  -0.912822E-02   0.198229E+06   0.198202E+06   0.259610E-01
   0.348925E+00   0.394898E+06   0.392759E+06   0.198090E+00   0.198090E+00   0.000000E+00   0.394539E+06   0.394539E+06   0.394539E+06  -0.886307E-02   0.192471E+06   0.192445E+06   0.249998E-01
   0.355254E+00   0.383996E+06   0.381905E+06   0.185818E+00   0.185818E+00   0.000000E+00   0.383645E+06   0.383645E+06   0.383645E+06  -0.861835E-02   0.187157E+06   0.187131E+06   0.239451E-01
   0.361583E+00   0.373951E+06   0.371924E+06   0.174679E+00   0.174679E+00   0.000000E+00   0.373610E+06   0.373610E+06   0.373610E+06  -0.839294E-02   0.182262E+06   0.182237E+06   0.228168E-01
   0.367911E+00   0.364610E+06   0.362656E+06   0.164509E+00   0.164509E+00   0.000000E+00   0.364282E+06   0.364282E+06   0.364282E+06  -0.818338E-02   0.177711E+06   0.177687E+06   0.216761E-01
   0.374240E+00   0.355793E+06   0.353913E+06   0.155149E+00   0.155149E+00   0.000000E+00   0.355477E+06   0.355477E+06   0.355477E+06  -0.798559E-02   0.173416E+06   0.173393E+06   0.205952E-01
   0.380569E+00   0.347268E+06   0.345453E+06   0.146438E+00   0.146438E+00   0.000000E+00   0.346964E+06   0.346964E+06   0.346964E+06  -0.779433E-02   0.169262E+06   0.169240E+06   0.196265E-01
   0.386898E+00   0.338869E+06   0.337107E+06   0.138261E+00   0.138261E+00   0.000000E+00   0.338573E+06   0.338573E+06   0.338573E+06  -0.760585E-02   0.165169E+06   0.165147E+06   0.187903E-01
   0.393226E+00   0.330566E+06   0.328844E+06   0.130566E+00   0.130566E+00   0.000000E+00   0.330277E+06   0.330277E+06   0.330277E+06  -0.741948E-02   0.161122E+06   0.161101E+06   0.180746E-01
   0.399555E+00   0.322396E+06   0.320704E+06   0.123337E+00   0.123337E+00   0.000000E+00   0.322112E+06   0.322112E+06   0.322112E+06  -0.723606E-02   0.157139E+06   0.157118E+06   0.174440E-01
   0.405884E+00   0.314432E+06   0.312767E+06   0.116567E+00   0.116567E+00   0.000000E+00   0.314152E+06   0.314152E+06   0.314152E+06  -0.705725E-02   0.153256E+06   0.153235E+06   0.168560E-01
   0.412212E+00   0.306786E+06   0.305149E+06   0.110266E+00   0.110266E+00   0.000000E+00   0.306511E+06   0.306511E+06   0.306511E+06  -0.688559E-02   0.149528E+06   0.149508E+06   0.162763E-01
   0.418541E+00   0.299531E+06   0.297927E+06   0.104427E+00   0.104427E+00   0.000000E+00   0.299262E+06   0.299262E+06   0.299262E+06  -0.672274E-02   0.145992E+06   0.145972E+06   0.156872E-01
   0.424870E+00   0.292670E+06   0.291104E+06   0.990181E-01   0.990181E-01   0.000000E+00   0.292407E+06   0.292407E+06   0.292407E+06  -0.656876E-02   0.142648E+06   0.142628E+06   0.150881E-01
   0.431198E+00   0.286172E+06   0.284647E+06   0.939988E-01   0.939988E-01   0.000000E+00   0.285916E+06   0.285916E+06   0.285916E+06  -0.642294E-02   0.139481E+06   0.139462E+06   0.144922E-01
   0.437527E+00   0.279968E+06   0.278485E+06   0.893203E-01   0.893203E-01   0.000000E+00   0.279719E+06   0.279719E+06   0.279719E+06  -0.628372E-02   0.136458E+06   0.136440E+06   0.139182E-01
   0.441886E+00   0.275835E+06   0.274379E+06   0.862743E-01   0.862743E-01   0.000000E+00   0.275591E+06   0.275591E+06   0.275591E+06  -0.619098E-02   0.134444E+06   0.134426E+06   0.135425E-01
   0.616701E+00   0.163409E+06   0.162544E+06   0.262408E-01   0.262408E-01   0.000000E+00   0.163264E+06   0.163264E+06   0.163264E+06  -0.366762E-02   0.796463E+05   0.796356E+05   0.579297E-02
   0.860676E+00   0.954755E+05   0.949709E+05   0.787163E-02   0.787163E-02   0.000000E+00   0.953908E+05   0.953908E+05   0.953908E+05  -0.214290E-02   0.465353E+05   0.465290E+05   0.245079E-02
   0.120117E+01   0.551117E+05   0.548204E+05   0.233285E-02   0.233285E-02   0.000000E+00   0.550628E+05   0.550628E+05   0.550628E+05  -0.123695E-02   0.268618E+05   0.268580E+05   0.103602E-02
   0.167637E+01   0.314849E+05   0.313183E+05   0.684250E-03   0.684250E-03   0.000000E+00   0.314569E+05   0.314569E+05   0.314569E+05  -0.706661E-03   0.153459E+05   0.153437E+05   0.442228E-03
   0.233956E+01   0.178270E+05   0.177325E+05   0.198911E-03   0.198911E-03   0.000000E+00   0.178111E+05   0.178111E+05   0.178111E+05  -0.400116E-03   0.868896E+04   0.868760E+04   0.193836E-03
