#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.298270E+00   0.535951E+06   0.533127E+06   0.367925E+00   0.367925E+00   0.755080E+04   0.532979E+06   0.535477E+06   0.532979E+06  -0.120300E-01   0.261181E+06   0.261146E+06   0.387934E-01
   0.304330E+00   0.521846E+06   0.519170E+06   0.344125E+00   0.344125E+00   0.710421E+04   0.518963E+06   0.521397E+06   0.518963E+06  -0.117136E-01   0.254313E+06   0.254279E+06   0.363639E-01
   0.310390E+00   0.507763E+06   0.505196E+06   0.321894E+00   0.321894E+00   0.668325E+04   0.504962E+06   0.507332E+06   0.504962E+06  -0.113976E-01   0.247452E+06   0.247420E+06   0.344138E-01
   0.316451E+00   0.493494E+06   0.490994E+06   0.300980E+00   0.300980E+00   0.628346E+04   0.490771E+06   0.493074E+06   0.490771E+06  -0.110773E-01   0.240498E+06   0.240467E+06   0.329140E-01
   0.322511E+00   0.479164E+06   0.476699E+06   0.281357E+00   0.281357E+00   0.590503E+04   0.476512E+06   0.478750E+06   0.476512E+06  -0.107555E-01   0.233511E+06   0.233480E+06   0.317305E-01
   0.328571E+00   0.465073E+06   0.462629E+06   0.263098E+00   0.263098E+00   0.555018E+04   0.462490E+06   0.464663E+06   0.462490E+06  -0.104390E-01   0.226640E+06   0.226609E+06   0.306875E-01
   0.334631E+00   0.451565E+06   0.449146E+06   0.246283E+00   0.246283E+00   0.522124E+04   0.449048E+06   0.451158E+06   0.449048E+06  -0.101356E-01   0.220053E+06   0.220023E+06   0.296324E-01
   0.340691E+00   0.438947E+06   0.436570E+06   0.230958E+00   0.230958E+00   0.491982E+04   0.436495E+06   0.438548E+06   0.436495E+06  -0.985224E-02   0.213902E+06   0.213873E+06   0.284794E-01
   0.346751E+00   0.427357E+06   0.425043E+06   0.217068E+00   0.217068E+00   0.464543E+04   0.424970E+06   0.426968E+06   0.424970E+06  -0.959209E-02   0.208254E+06   0.208226E+06   0.272204E-01
   0.352812E+00   0.416680E+06   0.414443E+06   0.204439E+00   0.204439E+00   0.439478E+04   0.414355E+06   0.416304E+06   0.414355E+06  -0.935250E-02   0.203052E+06   0.203025E+06   0.259058E-01
   0.358872E+00   0.406666E+06   0.404512E+06   0.192846E+00   0.192846E+00   0.416360E+04   0.404401E+06   0.406304E+06   0.404401E+06  -0.912783E-02   0.198175E+06   0.198148E+06   0.246156E-01
   0.364932E+00   0.397083E+06   0.395009E+06   0.182102E+00   0.182102E+00   0.394819E+04   0.394876E+06   0.396735E+06   0.394876E+06  -0.891284E-02   0.193507E+06   0.193481E+06   0.234261E-01
   0.370992E+00   0.387738E+06   0.385729E+06   0.172055E+00   0.172055E+00   0.374560E+04   0.385585E+06   0.387401E+06   0.385585E+06  -0.870312E-02   0.188954E+06   0.188929E+06   0.223829E-01
   0.377052E+00   0.378488E+06   0.376531E+06   0.162596E+00   0.162596E+00   0.355366E+04   0.376386E+06   0.378159E+06   0.376386E+06  -0.849550E-02   0.184446E+06   0.184422E+06   0.214912E-01
   0.383112E+00   0.369312E+06   0.367393E+06   0.153674E+00   0.153674E+00   0.337155E+04   0.367259E+06   0.368989E+06   0.367259E+06  -0.828949E-02   0.179974E+06   0.179950E+06   0.207221E-01
   0.389173E+00   0.360308E+06   0.358420E+06   0.145293E+00   0.145293E+00   0.319955E+04   0.358303E+06   0.359991E+06   0.358303E+06  -0.808733E-02   0.175585E+06   0.175561E+06   0.200294E-01
   0.395233E+00   0.351598E+06   0.349739E+06   0.137465E+00   0.137465E+00   0.303810E+04   0.349638E+06   0.351286E+06   0.349638E+06  -0.789175E-02   0.171339E+06   0.171316E+06   0.193663E-01
   0.401293E+00   0.343270E+06   0.341444E+06   0.130185E+00   0.130185E+00   0.288730E+04   0.341354E+06   0.342963E+06   0.341354E+06  -0.770478E-02   0.167280E+06   0.167257E+06   0.186993E-01
   0.407353E+00   0.335378E+06   0.333589E+06   0.123436E+00   0.123436E+00   0.274693E+04   0.333505E+06   0.335077E+06   0.333505E+06  -0.752761E-02   0.163433E+06   0.163411E+06   0.180162E-01
   0.413413E+00   0.327927E+06   0.326182E+06   0.117181E+00   0.117181E+00   0.261638E+04   0.326096E+06   0.327634E+06   0.326096E+06  -0.736038E-02   0.159802E+06   0.159781E+06   0.173246E-01
   0.419473E+00   0.320859E+06   0.319161E+06   0.111367E+00   0.111367E+00   0.249457E+04   0.319069E+06   0.320574E+06   0.319069E+06  -0.720177E-02   0.156359E+06   0.156338E+06   0.166440E-01
   0.425534E+00   0.314076E+06   0.312424E+06   0.105931E+00   0.105931E+00   0.238021E+04   0.312325E+06   0.313799E+06   0.312325E+06  -0.704955E-02   0.153054E+06   0.153034E+06   0.159957E-01
   0.431594E+00   0.307488E+06   0.305878E+06   0.100817E+00   0.100817E+00   0.227221E+04   0.305775E+06   0.307218E+06   0.305775E+06  -0.690171E-02   0.149844E+06   0.149824E+06   0.153958E-01
   0.437654E+00   0.301048E+06   0.299475E+06   0.959910E-01   0.959910E-01   0.216984E+04   0.299371E+06   0.300784E+06   0.299371E+06  -0.675716E-02   0.146706E+06   0.146687E+06   0.148504E-01
   0.596509E+00   0.185456E+06   0.184479E+06   0.318317E-01   0.318317E-01   0.761098E+03   0.184419E+06   0.185292E+06   0.184419E+06  -0.416255E-02   0.903748E+05   0.903627E+05   0.678172E-02
   0.832495E+00   0.108658E+06   0.108086E+06   0.957529E-02   0.957529E-02   0.238970E+03   0.108049E+06   0.108562E+06   0.108049E+06  -0.243880E-02   0.529501E+05   0.529429E+05   0.287518E-02
   0.116184E+01   0.628677E+05   0.625370E+05   0.284439E-02   0.284439E-02   0.730547E+02   0.625153E+05   0.628122E+05   0.625153E+05  -0.141105E-02   0.306361E+05   0.306318E+05   0.121671E-02
   0.162148E+01   0.359870E+05   0.357975E+05   0.835942E-03   0.835942E-03   0.218672E+02   0.357851E+05   0.359551E+05   0.357851E+05  -0.807713E-03   0.175368E+05   0.175342E+05   0.519119E-03
   0.226296E+01   0.204108E+05   0.203031E+05   0.243422E-03   0.243422E-03   0.643880E+01   0.202962E+05   0.203927E+05   0.202962E+05  -0.458111E-03   0.994634E+04   0.994480E+04   0.226935E-03
